5 inf
10 0.336818
15 0.279207
20 0.265237
25 0.261492
30 0.259691
35 0.255178
40 0.258424
45 0.258726
50 0.257013
55 0.258681
60 0.256108
65 0.254661
70 0.254462
75 0.254810
80 0.255829
85 0.256674
90 0.258877
95 0.256650
100 0.254777
105 0.255128
110 0.253849
115 0.253212
120 0.254307
125 0.253472
130 0.252975
135 0.253745
140 0.252518
145 0.251713
150 0.251837
155 0.252258
160 0.252510
165 0.253776
170 0.250502
175 0.252296
180 0.253680
185 0.252888
190 0.252707
195 0.255227
200 0.255114
205 0.254626
210 0.252779
215 0.253509
220 0.253617
225 0.253581
230 0.252727
235 0.251952
240 0.252199
245 0.252067
250 0.251832
255 0.251821
260 0.253928
265 0.254121
270 0.254240
275 0.255200
280 0.255082
285 0.252209
290 0.251618
295 0.251533
300 0.250125
305 0.251319
310 0.250773
315 0.249904
320 0.250440
325 0.251381
330 0.250835
335 0.251803
340 0.251653
345 0.252971
350 0.252779
355 0.253803
360 0.252346
365 0.253900
370 0.252878
375 0.253277
380 0.252594
385 0.251933
390 0.252136
395 0.253810
400 0.253631
405 0.253066
410 0.253580
415 0.253743
420 0.254398
425 0.254869
430 0.254295
435 0.253417
440 0.253512
445 0.252255
450 0.250782
455 0.249951
460 0.251788
465 0.251172
470 0.251661
475 0.250607
480 0.250360
485 0.249825
490 0.249626
495 0.249394
500 0.249196
